0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.16,1.600001
13,0.16,1.600001
14,0.0,0.0
15,0.26,2.232089
16,0.0,0.0
17,0.22,2.2
18,0.0,0.0
19,0.0,0.0
20,0.33,3.200552
21,1.46,14.6
22,0.75,7.012795
23,0.1,1.000001
24,0.6,2.526624
25,3.13,4.696129
26,7.9,5.883551
27,15.28,7.953249
28,19.07,7.183391
29,27.76,7.367853
30,34.59,7.639736
31,41.39,8.356808
32,47.77,10.87658
33,54.22,11.20658
34,61.02,18.46863
35,69.32,9.079759
36,74.03,12.31444
37,79.6,13.00738
38,84.51,13.92657
39,92.97,14.96154
40,97.88,9.446584
41,106.1,14.26552
42,112.3,8.177945
43,120.82,16.23152
44,123.89,9.563077
45,133.65,13.38654
46,139.37,18.29481
47,145.62,11.76433
48,150.28,16.87331
49,156.94,11.3661
50,165.8,13.43973
51,173.07,15.10385
52,177.39,12.62345
53,184.1,10.83531
54,191.29,13.185
55,201.04,19.8992
56,202.88,14.53889
57,209.24,13.74818
58,218.54,17.60993
59,222.99,11.97851
60,229.05,12.86792
61,237.18,16.78466
62,245.03,13.11831
63,250.07,12.3446
64,256.32,14.44801
65,262.61,12.7064
66,271.42,18.2315
67,276.24,14.26241
68,283.12,14.62893
69,290.21,16.43923
70,297.82,16.07205
71,304.22,15.0404
72,311.3,17.35226
73,315.0,17.64006
74,324.91,16.38125
75,328.61,17.22219
76,336.09,16.34421
77,343.79,15.63943
78,352.5,21.43419
79,356.11,21.98434
80,362.64,18.19674
81,369.68,20.68469
82,376.48,17.51448
83,385.42,28.56826
84,387.28,16.44094
85,397.3,19.81862
86,401.28,19.13803
87,410.2,22.59436
88,415.48,18.0535
89,422.65,19.69791
90,431.97,19.88932
91,431.06,35.69535
92,442.42,21.72053
93,452.23,27.00126
94,454.81,24.48033
95,462.12,19.27802
96,467.07,19.25127
97,474.95,23.6521
98,482.08,22.33658
99,486.76,22.40721
100,496.64,23.6944
101,506.15,23.05784
102,511.16,22.23462
103,518.33,22.5003
104,524.27,21.49083
105,533.78,24.22853
106,540.0,23.9979
107,549.88,26.21098
108,553.88,20.82407
109,559.81,20.80874
110,568.69,19.01764
111,570.34,20.81968
112,579.78,23.58462
113,585.47,21.17815
114,592.19,24.1576
115,599.07,22.3504
116,604.07,23.14524
117,612.3,24.21306
118,619.4,24.20744
119,627.43,23.39138
120,632.13,20.44834
121,638.64,23.0123
122,644.79,24.43763
123,650.92,33.36231
124,656.74,23.04919
125,666.02,23.43139
126,674.41,25.08696
127,680.21,22.76685
128,685.78,26.1513
129,691.2199,26.40155
130,697.55,25.65442
131,704.67,25.01396
132,712.79,30.19476
133,718.2899,25.66344
134,726.03,22.6236
135,733.97,25.63632
136,740.13,25.7904
137,744.76,30.7542
138,753.12,24.42233
139,758.79,25.59565
140,765.01,25.45564
141,772.23,24.70058
142,779.86,26.97437
143,785.05,38.78831
144,793.78,25.86897
145,802.12,26.60496
146,806.09,26.66291
147,814.36,29.28147
148,817.81,28.32841
149,827.75,27.06609
150,832.32,27.15384
151,839.45,28.80003
152,848.39,28.89371
153,854.25,26.06223
154,859.14,29.50433
155,867.43,34.23604
156,873.88,27.51832
157,880.55,27.83914
158,887.2399,29.29133
159,894.73,28.71309
160,901.74,29.05155
161,906.21,28.87811
162,914.9899,28.10316
163,920.8099,28.33162
164,929.14,29.27681
165,936.4,28.97578
166,938.69,32.5088
167,949.06,30.30546
168,955.9899,27.83628
169,961.34,33.54305
170,968.83,31.52586
171,972.68,31.3133
172,983.2899,29.8712
173,990.64,31.71735
174,996.9999,30.48696
175,1006.15,35.06484
176,1011.3,34.14571
177,1018.83,34.51133
178,1024.33,33.27238
179,1034.88,37.41152
180,1041.96,36.39206
181,1046.93,33.52498
182,1051.01,33.08773
183,1063.87,35.59215
184,1070.88,36.40743
185,1075.83,33.59355
186,1085.07,39.05118
187,1088.3,30.99968
188,1095.76,37.04928
189,1102.77,32.80302
190,1108.33,32.71704
191,1114.97,31.97267
192,1124.95,31.95495
193,1126.83,33.86964
194,1133.96,34.58642
195,1143.8,33.90957
196,1151.21,34.15334
197,1155.78,35.66386
198,1161.78,37.11532
199,1171.06,36.0479
200,1177.32,33.91876
201,1180.91,34.66494
202,1188.59,34.31938
203,1197.62,37.13034
204,1204.35,34.89099
205,1209.92,35.68654
206,1219.27,33.04324
207,1224.93,35.3991
208,1232.36,35.41914
209,1234.61,39.37745
210,1244.49,36.67589
211,1247.35,34.85943
212,1259.32,36.73654
213,1264.35,36.44018
214,1270.21,34.90081
215,1281.01,36.73589
216,1286.64,36.71801
217,1290.2,37.50771
218,1298.29,37.35722
219,1306.38,39.34406
220,1313.57,36.06259
221,1315.7,35.26508
222,1324.09,38.20918
223,1331.25,37.6229
224,1334.27,38.92569
225,1345.22,38.6629
226,1348.93,46.53298
227,1361.81,38.91008
228,1364.36,37.46635
229,1369.95,39.4936
230,1379.95,37.56351
231,1386.7,38.07396
232,1390.99,38.10049
233,1400.72,39.30971
234,1408.5,38.02219
235,1409.19,41.42261
236,1417.97,39.55649
237,1423.63,38.40972
238,1433.93,37.57343
239,1440.8,38.93091
240,1443.91,39.74695
241,1454.98,37.59083
242,1458.26,40.25012
243,1469.25,40.84545
244,1472.81,39.63232
245,1477.32,39.40643
246,1487.71,40.97999
247,1496.0,42.60863
248,1501.0,41.56801
249,1508.98,41.30546
250,1513.48,42.10124
251,1520.61,41.28514
252,1530.43,43.14347
253,1534.45,44.11998
254,1545.49,42.37506
255,1550.5,44.66316
256,1555.92,44.68943
257,1565.78,42.45415
258,1574.27,44.40557
259,1580.01,41.29507
260,1585.1,42.63031
261,1591.2,41.94513
262,1599.37,39.07818
263,1606.05,40.59641
264,1610.75,40.04704
265,1622.29,41.99815
266,1628.86,45.45105
267,1640.11,43.67162
268,1639.96,42.80208
269,1647.86,40.60951
270,1653.5,43.42822
271,1660.81,41.71275
272,1664.59,43.39928
273,1674.28,42.76412
274,1681.27,40.84656
275,1685.83,43.67558
276,1694.03,45.10984
277,1699.73,42.73996
278,1708.6,41.28541
279,1712.17,46.197
280,1717.24,44.7821
281,1725.84,45.00543
282,1734.09,44.75616
283,1744.21,43.23726
284,1748.46,43.15989
285,1750.6,41.36363
286,1758.62,48.03194
287,1766.62,44.20379
288,1772.66,46.48062
289,1781.22,44.92723
290,1787.74,50.54444
291,1794.52,43.22211
292,1798.91,46.56702
293,1806.33,45.55141
294,1815.14,43.82842
295,1820.45,44.30824
296,1824.96,47.65172
297,1834.26,45.0348
298,1838.46,46.13319
299,1847.11,44.98056
300,1852.32,48.94088
301,1862.27,45.86384
302,1869.7,44.98384
303,1874.23,43.81293
304,1877.38,43.69424
305,1888.41,45.14245
306,1890.87,48.02413
307,1901.72,47.13683
308,1907.28,43.81552
309,1915.28,45.70151
310,1920.8,46.02305
311,1926.76,46.96508
312,1931.98,46.25511
313,1943.59,46.17229
314,1948.22,48.5142
315,1957.19,46.46553
316,1962.21,47.84535
317,1966.84,46.31245
318,1975.94,46.44903
319,1978.55,47.02318
320,1985.24,46.59044
321,1998.55,46.13953
322,2001.12,49.13911
323,2012.09,49.21651
324,2013.75,49.03624
325,2025.84,49.87757
326,2034.12,50.10298
327,2035.2,49.79616
328,2043.53,49.73373
329,2051.5,52.99047
330,2055.94,51.25157
331,2066.38,50.95725
332,2071.04,48.67246
333,2079.51,50.68989
334,2085.29,49.61026
335,2086.36,52.83909
336,2096.35,49.9637
337,2104.13,50.6943
338,2111.21,47.48616
339,2119.96,51.82564
340,2127.86,48.81464
341,2131.08,49.5174
342,2137.94,48.37496
343,2144.0,44.70623
344,2152.1,50.10767
345,2163.06,54.27256
346,2162.49,48.58388
347,2173.3,50.67793
348,2179.79,50.29796
349,2183.99,52.23152
350,2190.72,49.30038
351,2196.08,48.79242
352,2204.92,50.24459
353,2214.41,48.82811
354,2216.86,49.2809
355,2225.23,51.05609
356,2230.34,49.39845
357,2235.91,51.01437
358,2245.42,49.52793
359,2247.62,48.36682
360,2253.75,51.43936
361,2268.84,50.13855
362,2270.31,52.74423
363,2279.5,50.37305
364,2286.87,49.45065
365,2293.68,48.42884
366,2301.09,52.02236
367,2304.28,52.40405
368,2310.88,51.40319
369,2318.25,48.50021
370,2323.72,51.34614
371,2332.46,50.65658
